,label,area,Min Threshold,Max Threshold,type,percent_raw,region,plate,notes,calculation,well,treatment,genotype,temperature,symbiotic_state
21,A3-bf-Snap-375.czi,2252.2,0,65535,Tentacle Area,0.039,Tentacle,H2-Sym-32,,n/a,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
22,A3-fl-Snap-374.czi,180.548,1190,65535,Symbiont Area,8.017,Tentacle,H2-Sym-32,,8.016517183,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
23,A3-bf-Snap-375.czi,1161.561,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
24,A3-fl-Snap-374.czi,91.463,1221,65535,Symbiont Area,7.874,Tentacle,H2-Sym-32,,7.874145224,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
25,A3-bf-Snap-375.czi,2397.935,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
26,A3-fl-Snap-374.czi,319.148,1129,65535,Symbiont Area,13.309,Tentacle,H2-Sym-32,,13.30928486,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
27,A3-bf-Snap-375.czi,1396.813,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
28,A3-fl-Snap-374.czi,271.362,656,65535,Symbiont Area,19.427,Tentacle,H2-Sym-32,,19.42722469,A3-H2-Sym-32,H2-Sym-32,H2,32,Sym
29,A4-bf-Snap-377.czi,1757.261,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
30,A4-fl-Snap-376.czi,770.626,1435,65535,Symbiont Area,43.854,Tentacle,H2-Sym-32,,43.85381568,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
31,A4-bf-Snap-377.czi,2669.081,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
32,A4-fl-Snap-376.czi,797.87,1080,65535,Symbiont Area,29.893,Tentacle,H2-Sym-32,,29.89306057,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
33,A4-bf-Snap-377.czi,586.186,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
34,A4-fl-Snap-376.czi,267.038,864,65535,Symbiont Area,45.555,Tentacle,H2-Sym-32,,45.55516508,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
35,A4-bf-Snap-377.czi,2008.514,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
36,A4-fl-Snap-376.czi,871.603,1173,65535,Symbiont Area,43.395,Tentacle,H2-Sym-32,,43.39541572,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
37,A4-bf-Snap-377.czi,447.153,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
38,A4-fl-Snap-376.czi,131.032,1636,65535,Symbiont Area,29.304,Tentacle,H2-Sym-32,,29.30361644,A4-H2-Sym-32,H2-Sym-32,H2,32,Sym
39,A5-bf-Snap-379.czi,2699.137,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
40,A5-fl-Snap-378.czi,649.972,1189,65535,Symbiont Area,24.081,Tentacle,H2-Sym-32,,24.08073395,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
41,A5-fl-Snap-378.czi,226728.346,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
42,A5-fl-Snap-378.czi,157.196,1006,65535,Symbiont Area,0.069,Tentacle,H2-Sym-32,,0.06933231013,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
43,A5-fl-Snap-378.czi,226728.346,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
44,A5-fl-Snap-378.czi,108.329,1052,65535,Symbiont Area,0.048,Tentacle,H2-Sym-32,,0.04777920446,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
45,A5-bf-Snap-379.czi,1031.393,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
46,A5-fl-Snap-378.czi,154.168,945,65535,Symbiont Area,14.948,Tentacle,H2-Sym-32,,14.94755152,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
47,A5-bf-Snap-379.czi,1085.233,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
48,A5-fl-Snap-378.czi,136.87,1219,65535,Symbiont Area,12.612,Tentacle,H2-Sym-32,,12.61203815,A5-H2-Sym-32,H2-Sym-32,H2,32,Sym
49,A6-bf-Snap-381.czi,2008.946,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
50,A6-fl-Snap-380.czi,160.006,1221,65535,Symbiont Area,7.965,Tentacle,H2-Sym-32,,7.964674013,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
53,A6-bf-Snap-381.czi,2093.707,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
54,A6-fl-Snap-380.czi,136.006,1095,65535,Symbiont Area,6.496,Tentacle,H2-Sym-32,,6.495942364,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
55,A6-bf-Snap-381.czi,1101.018,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
56,A6-fl-Snap-380.czi,81.517,1332,65535,Symbiont Area,7.404,Tentacle,H2-Sym-32,,7.403784498,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
57,A6-bf-Snap-381.czi,1625.796,0,65535,Tentacle Area,0.082,Tentacle,H2-Sym-32,,n/a,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
58,A6-fl-Snap-380.czi,195.9,1126,65535,Symbiont Area,12.049,Tentacle,H2-Sym-32,,12.04948222,A6-H2-Sym-32,H2-Sym-32,H2,32,Sym
59,A7-bf-Snap-383.czi,526.508,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
60,A7-fl-Snap-382.czi,81.949,1326,65535,Symbiont Area,15.565,Tentacle,H2-Sym-32,,15.5646258,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
61,A7-bf-Snap-383.czi,1228.807,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
62,A7-fl-Snap-382.czi,308.337,1326,65535,Symbiont Area,25.092,Tentacle,H2-Sym-32,,25.09238636,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
63,A7-bf-Snap-383.czi,2386.475,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
64,A7-fl-Snap-382.czi,537.752,1058,65535,Symbiont Area,22.533,Tentacle,H2-Sym-32,,22.53331797,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
65,A7-bf-Snap-383.czi,1830.561,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
66,A7-fl-Snap-382.czi,425.098,1137,65535,Symbiont Area,23.222,Tentacle,H2-Sym-32,,23.22227995,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
67,A7-bf-Snap-383.czi,969.985,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
68,A7-fl-Snap-382.czi,232.226,1326,65535,Symbiont Area,23.941,Tentacle,H2-Sym-32,,23.94119497,A7-H2-Sym-32,H2-Sym-32,H2,32,Sym
69,A8-bf-Snap-385.czi,851.278,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
70,A8-fl-Snap-384.czi,295.796,1623,65535,Symbiont Area,34.747,Tentacle,H2-Sym-32,,34.74728585,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
71,A8-bf-Snap-385.czi,851.926,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
72,A8-fl-Snap-384.czi,307.256,1072,65535,Symbiont Area,36.066,Tentacle,H2-Sym-32,,36.06604329,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
73,A8-bf-Snap-385.czi,1647.634,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
74,A8-fl-Snap-384.czi,453.856,1229,65535,Symbiont Area,27.546,Tentacle,H2-Sym-32,,27.54592343,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
75,A8-bf-Snap-385.czi,3790.857,0,65535,Tentacle Area,16.828,Body column,H2-Sym-32,,n/a,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
76,A8-fl-Snap-384.czi,736.246,788,65535,Symbiont Area,19.422,Body column,H2-Sym-32,,19.42162419,A8-H2-Sym-32,H2-Sym-32,H2,32,Sym
77,B1-bf-Snap-387.czi,1268.592,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
78,B1-fl-Snap-386.czi,247.361,1134,65535,Symbiont Area,19.499,Tentacle,H2-Sym-32,,19.49886173,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
79,B1-bf-Snap-387.czi,1368.704,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
80,B1-fl-Snap-386.czi,294.282,1527,65535,Symbiont Area,21.501,Tentacle,H2-Sym-32,,21.50077738,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
81,B1-bf-Snap-387.czi,1295.404,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
82,B1-fl-Snap-386.czi,151.79,1055,65535,Symbiont Area,11.718,Tentacle,H2-Sym-32,,11.71758,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
83,B1-bf-Snap-387.czi,1338.433,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
84,B1-fl-Snap-386.czi,139.465,1370,65535,Symbiont Area,10.42,Tentacle,H2-Sym-32,,10.42002102,B1-H2-Sym-32,H2-Sym-32,H2,32,Sym
85,B2-bf-Snap-389.czi,2009.595,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
86,B2-fl-Snap-388.czi,404.341,1402,65535,Symbiont Area,20.121,Tentacle,H2-Sym-32,,20.1205218,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
87,B2-bf-Snap-389.czi,580.348,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
88,B2-fl-Snap-388.czi,39.137,945,65535,Symbiont Area,6.744,Tentacle,H2-Sym-32,,6.743712393,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
89,B2-bf-Snap-389.czi,1188.589,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
90,B2-fl-Snap-388.czi,227.685,1055,65535,Symbiont Area,19.156,Tentacle,H2-Sym-32,,19.15590671,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
91,B2-bf-Snap-389.czi,2232.739,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
92,B2-fl-Snap-388.czi,592.24,1354,65535,Symbiont Area,26.525,Tentacle,H2-Sym-32,,26.52526784,B2-H2-Sym-32,H2-Sym-32,H2,32,Sym
93,B4-bf-Snap-391.czi,1180.805,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
94,B4-fl-Snap-390.czi,204.981,933,65535,Symbiont Area,17.359,Tentacle,H2-Sym-32,,17.35942853,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
95,B4-bf-Snap-391.czi,1297.999,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
96,B4-fl-Snap-390.czi,218.82,1138,65535,Symbiont Area,16.858,Tentacle,H2-Sym-32,,16.85825644,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
97,B4-bf-Snap-391.czi,1208.698,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
98,B4-fl-Snap-390.czi,227.036,1202,65535,Symbiont Area,18.784,Tentacle,H2-Sym-32,,18.78351747,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
99,B4-bf-Snap-391.czi,6581.457,0,65535,Tentacle Area,0,Body column,H2-Sym-32,,n/a,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
100,B4-fl-Snap-390.czi,306.175,1107,65535,Symbiont Area,4.652,Body column,H2-Sym-32,,4.652085397,B4-H2-Sym-32,H2-Sym-32,H2,32,Sym
101,B5-bf-Snap-393.czi,2285.498,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
102,B5-fl-Snap-392.czi,273.308,929,65535,Symbiont Area,11.958,Tentacle,H2-Sym-32,,11.95835656,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
103,B5-bf-Snap-393.czi,1274.863,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
104,B5-fl-Snap-392.czi,256.443,1291,65535,Symbiont Area,20.115,Tentacle,H2-Sym-32,,20.11533788,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
105,B5-bf-Snap-393.czi,1012.149,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
106,B5-fl-Snap-392.czi,140.979,1212,65535,Symbiont Area,13.929,Tentacle,H2-Sym-32,,13.92868046,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
107,B5-bf-Snap-393.czi,2171.548,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
108,B5-fl-Snap-392.czi,125.843,1149,65535,Symbiont Area,5.795,Tentacle,H2-Sym-32,,5.795082586,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
109,B5-bf-Snap-393.czi,2250.254,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
110,B5-fl-Snap-392.czi,140.114,1196,65535,Symbiont Area,6.227,Tentacle,H2-Sym-32,,6.226585977,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
111,B5-bf-Snap-393.czi,2267.768,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
112,B5-fl-Snap-392.czi,144.006,1181,65535,Symbiont Area,6.35,Tentacle,H2-Sym-32,,6.350120471,B5-H2-Sym-32,H2-Sym-32,H2,32,Sym
113,B7-bf-Snap-395.czi,10198.036,0,65535,Tentacle Area,0,Body column,H2-Sym-32,,n/a,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
114,B7-fl-Snap-394.czi,2361.177,841,65535,Symbiont Area,23.153,Body column,H2-Sym-32,,23.15325225,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
115,B7-bf-Snap-395.czi,5059.449,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
116,B7-fl-Snap-394.czi,2263.011,1461,65535,Symbiont Area,44.728,Tentacle,H2-Sym-32,,44.72840817,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
117,B7-bf-Snap-395.czi,4863.549,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
118,B7-fl-Snap-394.czi,2023.65,1092,65535,Symbiont Area,41.609,Tentacle,H2-Sym-32,,41.60850441,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
119,B7-bf-Snap-395.czi,3160.561,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
120,B7-fl-Snap-394.czi,1266.862,988,65535,Symbiont Area,40.083,Tentacle,H2-Sym-32,,40.08345354,B7-H2-Sym-32,H2-Sym-32,H2,32,Sym
121,B8-bf-Snap-397.czi,2076.841,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
122,B8-fl-Snap-396.czi,1083.72,970,65535,Symbiont Area,52.181,Tentacle,H2-Sym-32,,52.18117323,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
123,B8-bf-Snap-397.czi,7433.383,0,65535,Tentacle Area,0,Body column,H2-Sym-32,,n/a,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
124,B8-fl-Snap-396.czi,1407.192,610,65535,Symbiont Area,18.931,Body column,H2-Sym-32,,18.93070759,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
125,B8-bf-Snap-397.czi,1692.826,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
126,B8-fl-Snap-396.czi,723.921,939,65535,Symbiont Area,42.764,Tentacle,H2-Sym-32,,42.76405254,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
127,B8-bf-Snap-397.czi,5112.424,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
128,B8-fl-Snap-396.czi,2341.717,1580,65535,Symbiont Area,45.804,Tentacle,H2-Sym-32,,45.80443641,B8-H2-Sym-32,H2-Sym-32,H2,32,Sym
129,C1-bf-Snap-399.czi,2450.694,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
130,C1-fl-Snap-398.czi,466.181,763,65535,Symbiont Area,19.022,Tentacle,H2-Sym-32,,19.02240753,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
131,C1-bf-Snap-399.czi,3707.61,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
132,C1-fl-Snap-398.czi,998.959,1190,65535,Symbiont Area,26.943,Tentacle,H2-Sym-32,,26.94347572,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
133,C1-bf-Snap-399.czi,1904.294,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
134,C1-fl-Snap-398.czi,516.129,824,65535,Symbiont Area,27.103,Tentacle,H2-Sym-32,,27.10343046,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
135,C1-bf-Snap-399.czi,3128.343,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
136,C1-fl-Snap-398.czi,463.803,748,65535,Symbiont Area,14.826,Tentacle,H2-Sym-32,,14.82583591,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
137,C1-bf-Snap-399.czi,3195.157,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
138,C1-fl-Snap-398.czi,411.692,870,65535,Symbiont Area,12.885,Tentacle,H2-Sym-32,,12.88487545,C1-H2-Sym-32,H2-Sym-32,H2,32,Sym
139,C2-bf-Snap-401.czi,1093.882,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
140,C2-fl-Snap-400.czi,273.741,1021,65535,Symbiont Area,25.025,Tentacle,H2-Sym-32,,25.02472844,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
141,C2-bf-Snap-401.czi,1779.316,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
142,C2-fl-Snap-400.czi,622.296,1099,65535,Symbiont Area,34.974,Tentacle,H2-Sym-32,,34.97388884,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
143,C2-bf-Snap-401.czi,1712.286,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
144,C2-fl-Snap-400.czi,600.241,1114,65535,Symbiont Area,35.055,Tentacle,H2-Sym-32,,35.05494993,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
145,C2-bf-Snap-401.czi,2589.511,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
146,C2-fl-Snap-400.czi,920.902,928,65535,Symbiont Area,35.563,Tentacle,H2-Sym-32,,35.56277614,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
147,C2-bf-Snap-401.czi,883.495,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
148,C2-fl-Snap-400.czi,438.937,1346,65535,Symbiont Area,49.682,Tentacle,H2-Sym-32,,49.68188841,C2-H2-Sym-32,H2-Sym-32,H2,32,Sym
150,C3-bf-Snap-403.czi,3473.006,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C3-H2-Sym-32,H2-Sym-32,H2,32,Sym
151,C3-fl-Snap-402.czi,1386.435,1281,65535,Symbiont Area,39.92,Tentacle,H2-Sym-32,,39.92031687,C3-H2-Sym-32,H2-Sym-32,H2,32,Sym
152,C3-bf-Snap-403.czi,3287.917,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C3-H2-Sym-32,H2-Sym-32,H2,32,Sym
153,C3-fl-Snap-402.czi,2176.305,1470,65535,Symbiont Area,66.191,Tentacle,H2-Sym-32,,66.1909957,C3-H2-Sym-32,H2-Sym-32,H2,32,Sym
154,C3-bf-Snap-403.czi,4570.78,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C3-H2-Sym-32,H2-Sym-32,H2,32,Sym
155,C3-fl-Snap-402.czi,2070.571,1325,65535,Symbiont Area,45.3,Tentacle,H2-Sym-32,,45.30016759,C3-H2-Sym-32,H2-Sym-32,H2,32,Sym
156,C5-bf-Snap-573.czi,1092.801,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C5-H2-Sym-32,H2-Sym-32,H2,32,Sym
157,C5-fl-Snap-572.czi,480.884,1367,65535,Symbiont Area,44.005,Tentacle,H2-Sym-32,,44.00471815,C5-H2-Sym-32,H2-Sym-32,H2,32,Sym
158,C5-bf-Snap-573.czi,1979.324,0,65535,Tentacle Area,0,Tentacle,H2-Sym-32,,n/a,C5-H2-Sym-32,H2-Sym-32,H2,32,Sym
159,C5-fl-Snap-572.czi,842.629,1918,65535,Symbiont Area,42.572,Tentacle,H2-Sym-32,,42.57155473,C5-H2-Sym-32,H2-Sym-32,H2,32,Sym
