,label,area,Min Threshold,Max Threshold,type,percent_raw,region,plate,notes,calculation,well,treatment,genotype,temperature,symbiotic_state
17,A2-bf-Snap-373.czi,918.091,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A2-H2-32,H2-32,H2,32,sym
18,A2-fl-Snap-372.czi,95.139,1281,65535,Symbiont Area,10.363,Tentacle,H2-32,,10.36269825,A2-H2-32,H2-32,H2,32,sym
19,A3-bf-Snap-375.czi,1132.154,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A3-H2-32,H2-32,H2,32,sym
20,A3-fl-Snap-374.czi,88.22,1221,65535,Symbiont Area,7.792,Tentacle,H2-32,,7.792226146,A3-H2-32,H2-32,H2,32,sym
21,A3-bf-Snap-375.czi,2252.2,0,65535,Tentacle Area,0.039,Tentacle,H2-32,,n/a,A3-H2-32,H2-32,H2,32,sym
22,A3-fl-Snap-374.czi,180.548,1190,65535,Symbiont Area,8.017,Tentacle,H2-32,,8.016517183,A3-H2-32,H2-32,H2,32,sym
23,A3-bf-Snap-375.czi,1161.561,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A3-H2-32,H2-32,H2,32,sym
24,A3-fl-Snap-374.czi,91.463,1221,65535,Symbiont Area,7.874,Tentacle,H2-32,,7.874145224,A3-H2-32,H2-32,H2,32,sym
25,A3-bf-Snap-375.czi,2397.935,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A3-H2-32,H2-32,H2,32,sym
26,A3-fl-Snap-374.czi,319.148,1129,65535,Symbiont Area,13.309,Tentacle,H2-32,,13.30928486,A3-H2-32,H2-32,H2,32,sym
27,A3-bf-Snap-375.czi,1396.813,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A3-H2-32,H2-32,H2,32,sym
28,A3-fl-Snap-374.czi,271.362,656,65535,Symbiont Area,19.427,Tentacle,H2-32,,19.42722469,A3-H2-32,H2-32,H2,32,sym
29,A4-bf-Snap-377.czi,1757.261,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A4-H2-32,H2-32,H2,32,sym
30,A4-fl-Snap-376.czi,770.626,1435,65535,Symbiont Area,43.854,Tentacle,H2-32,,43.85381568,A4-H2-32,H2-32,H2,32,sym
31,A4-bf-Snap-377.czi,2669.081,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A4-H2-32,H2-32,H2,32,sym
32,A4-fl-Snap-376.czi,797.87,1080,65535,Symbiont Area,29.893,Tentacle,H2-32,,29.89306057,A4-H2-32,H2-32,H2,32,sym
33,A4-bf-Snap-377.czi,586.186,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A4-H2-32,H2-32,H2,32,sym
34,A4-fl-Snap-376.czi,267.038,864,65535,Symbiont Area,45.555,Tentacle,H2-32,,45.55516508,A4-H2-32,H2-32,H2,32,sym
35,A4-bf-Snap-377.czi,2008.514,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A4-H2-32,H2-32,H2,32,sym
36,A4-fl-Snap-376.czi,871.603,1173,65535,Symbiont Area,43.395,Tentacle,H2-32,,43.39541572,A4-H2-32,H2-32,H2,32,sym
37,A4-bf-Snap-377.czi,447.153,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A4-H2-32,H2-32,H2,32,sym
38,A4-fl-Snap-376.czi,131.032,1636,65535,Symbiont Area,29.304,Tentacle,H2-32,,29.30361644,A4-H2-32,H2-32,H2,32,sym
39,A5-bf-Snap-379.czi,2699.137,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A5-H2-32,H2-32,H2,32,sym
40,A5-fl-Snap-378.czi,649.972,1189,65535,Symbiont Area,24.081,Tentacle,H2-32,,24.08073395,A5-H2-32,H2-32,H2,32,sym
41,A5-fl-Snap-378.czi,226728.346,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A5-H2-32,H2-32,H2,32,sym
42,A5-fl-Snap-378.czi,157.196,1006,65535,Symbiont Area,0.069,Tentacle,H2-32,,0.06933231013,A5-H2-32,H2-32,H2,32,sym
43,A5-fl-Snap-378.czi,226728.346,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A5-H2-32,H2-32,H2,32,sym
44,A5-fl-Snap-378.czi,108.329,1052,65535,Symbiont Area,0.048,Tentacle,H2-32,,0.04777920446,A5-H2-32,H2-32,H2,32,sym
45,A5-bf-Snap-379.czi,1031.393,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A5-H2-32,H2-32,H2,32,sym
46,A5-fl-Snap-378.czi,154.168,945,65535,Symbiont Area,14.948,Tentacle,H2-32,,14.94755152,A5-H2-32,H2-32,H2,32,sym
47,A5-bf-Snap-379.czi,1085.233,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A5-H2-32,H2-32,H2,32,sym
48,A5-fl-Snap-378.czi,136.87,1219,65535,Symbiont Area,12.612,Tentacle,H2-32,,12.61203815,A5-H2-32,H2-32,H2,32,sym
49,A6-bf-Snap-381.czi,2008.946,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A6-H2-32,H2-32,H2,32,sym
50,A6-fl-Snap-380.czi,160.006,1221,65535,Symbiont Area,7.965,Tentacle,H2-32,,7.964674013,A6-H2-32,H2-32,H2,32,sym
53,A6-bf-Snap-381.czi,2093.707,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A6-H2-32,H2-32,H2,32,sym
54,A6-fl-Snap-380.czi,136.006,1095,65535,Symbiont Area,6.496,Tentacle,H2-32,,6.495942364,A6-H2-32,H2-32,H2,32,sym
55,A6-bf-Snap-381.czi,1101.018,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A6-H2-32,H2-32,H2,32,sym
56,A6-fl-Snap-380.czi,81.517,1332,65535,Symbiont Area,7.404,Tentacle,H2-32,,7.403784498,A6-H2-32,H2-32,H2,32,sym
57,A6-bf-Snap-381.czi,1625.796,0,65535,Tentacle Area,0.082,Tentacle,H2-32,,n/a,A6-H2-32,H2-32,H2,32,sym
58,A6-fl-Snap-380.czi,195.9,1126,65535,Symbiont Area,12.049,Tentacle,H2-32,,12.04948222,A6-H2-32,H2-32,H2,32,sym
59,A7-bf-Snap-383.czi,526.508,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A7-H2-32,H2-32,H2,32,sym
60,A7-fl-Snap-382.czi,81.949,1326,65535,Symbiont Area,15.565,Tentacle,H2-32,,15.5646258,A7-H2-32,H2-32,H2,32,sym
61,A7-bf-Snap-383.czi,1228.807,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A7-H2-32,H2-32,H2,32,sym
62,A7-fl-Snap-382.czi,308.337,1326,65535,Symbiont Area,25.092,Tentacle,H2-32,,25.09238636,A7-H2-32,H2-32,H2,32,sym
63,A7-bf-Snap-383.czi,2386.475,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A7-H2-32,H2-32,H2,32,sym
64,A7-fl-Snap-382.czi,537.752,1058,65535,Symbiont Area,22.533,Tentacle,H2-32,,22.53331797,A7-H2-32,H2-32,H2,32,sym
65,A7-bf-Snap-383.czi,1830.561,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A7-H2-32,H2-32,H2,32,sym
66,A7-fl-Snap-382.czi,425.098,1137,65535,Symbiont Area,23.222,Tentacle,H2-32,,23.22227995,A7-H2-32,H2-32,H2,32,sym
67,A7-bf-Snap-383.czi,969.985,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A7-H2-32,H2-32,H2,32,sym
68,A7-fl-Snap-382.czi,232.226,1326,65535,Symbiont Area,23.941,Tentacle,H2-32,,23.94119497,A7-H2-32,H2-32,H2,32,sym
69,A8-bf-Snap-385.czi,851.278,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A8-H2-32,H2-32,H2,32,sym
70,A8-fl-Snap-384.czi,295.796,1623,65535,Symbiont Area,34.747,Tentacle,H2-32,,34.74728585,A8-H2-32,H2-32,H2,32,sym
71,A8-bf-Snap-385.czi,851.926,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A8-H2-32,H2-32,H2,32,sym
72,A8-fl-Snap-384.czi,307.256,1072,65535,Symbiont Area,36.066,Tentacle,H2-32,,36.06604329,A8-H2-32,H2-32,H2,32,sym
73,A8-bf-Snap-385.czi,1647.634,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,A8-H2-32,H2-32,H2,32,sym
74,A8-fl-Snap-384.czi,453.856,1229,65535,Symbiont Area,27.546,Tentacle,H2-32,,27.54592343,A8-H2-32,H2-32,H2,32,sym
75,A8-bf-Snap-385.czi,3790.857,0,65535,Tentacle Area,16.828,Body column,H2-32,,n/a,A8-H2-32,H2-32,H2,32,sym
76,A8-fl-Snap-384.czi,736.246,788,65535,Symbiont Area,19.422,Body column,H2-32,,19.42162419,A8-H2-32,H2-32,H2,32,sym
77,B1-bf-Snap-387.czi,1268.592,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B1-H2-32,H2-32,H2,32,sym
78,B1-fl-Snap-386.czi,247.361,1134,65535,Symbiont Area,19.499,Tentacle,H2-32,,19.49886173,B1-H2-32,H2-32,H2,32,sym
79,B1-bf-Snap-387.czi,1368.704,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B1-H2-32,H2-32,H2,32,sym
80,B1-fl-Snap-386.czi,294.282,1527,65535,Symbiont Area,21.501,Tentacle,H2-32,,21.50077738,B1-H2-32,H2-32,H2,32,sym
81,B1-bf-Snap-387.czi,1295.404,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B1-H2-32,H2-32,H2,32,sym
82,B1-fl-Snap-386.czi,151.79,1055,65535,Symbiont Area,11.718,Tentacle,H2-32,,11.71758,B1-H2-32,H2-32,H2,32,sym
83,B1-bf-Snap-387.czi,1338.433,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B1-H2-32,H2-32,H2,32,sym
84,B1-fl-Snap-386.czi,139.465,1370,65535,Symbiont Area,10.42,Tentacle,H2-32,,10.42002102,B1-H2-32,H2-32,H2,32,sym
85,B2-bf-Snap-389.czi,2009.595,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B2-H2-32,H2-32,H2,32,sym
86,B2-fl-Snap-388.czi,404.341,1402,65535,Symbiont Area,20.121,Tentacle,H2-32,,20.1205218,B2-H2-32,H2-32,H2,32,sym
87,B2-bf-Snap-389.czi,580.348,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B2-H2-32,H2-32,H2,32,sym
88,B2-fl-Snap-388.czi,39.137,945,65535,Symbiont Area,6.744,Tentacle,H2-32,,6.743712393,B2-H2-32,H2-32,H2,32,sym
89,B2-bf-Snap-389.czi,1188.589,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B2-H2-32,H2-32,H2,32,sym
90,B2-fl-Snap-388.czi,227.685,1055,65535,Symbiont Area,19.156,Tentacle,H2-32,,19.15590671,B2-H2-32,H2-32,H2,32,sym
91,B2-bf-Snap-389.czi,2232.739,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B2-H2-32,H2-32,H2,32,sym
92,B2-fl-Snap-388.czi,592.24,1354,65535,Symbiont Area,26.525,Tentacle,H2-32,,26.52526784,B2-H2-32,H2-32,H2,32,sym
93,B4-bf-Snap-391.czi,1180.805,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym
94,B4-fl-Snap-390.czi,204.981,933,65535,Symbiont Area,17.359,Tentacle,H2-32,,17.35942853,B4-H2-32,H2-32,H2,32,sym
95,B4-bf-Snap-391.czi,1297.999,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym
96,B4-fl-Snap-390.czi,218.82,1138,65535,Symbiont Area,16.858,Tentacle,H2-32,,16.85825644,B4-H2-32,H2-32,H2,32,sym
97,B4-bf-Snap-391.czi,1208.698,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym
98,B4-fl-Snap-390.czi,227.036,1202,65535,Symbiont Area,18.784,Tentacle,H2-32,,18.78351747,B4-H2-32,H2-32,H2,32,sym
99,B4-bf-Snap-391.czi,6581.457,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,B4-H2-32,H2-32,H2,32,sym
100,B4-fl-Snap-390.czi,306.175,1107,65535,Symbiont Area,4.652,Body column,H2-32,,4.652085397,B4-H2-32,H2-32,H2,32,sym
101,B5-bf-Snap-393.czi,2285.498,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym
102,B5-fl-Snap-392.czi,273.308,929,65535,Symbiont Area,11.958,Tentacle,H2-32,,11.95835656,B5-H2-32,H2-32,H2,32,sym
103,B5-bf-Snap-393.czi,1274.863,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym
104,B5-fl-Snap-392.czi,256.443,1291,65535,Symbiont Area,20.115,Tentacle,H2-32,,20.11533788,B5-H2-32,H2-32,H2,32,sym
105,B5-bf-Snap-393.czi,1012.149,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym
106,B5-fl-Snap-392.czi,140.979,1212,65535,Symbiont Area,13.929,Tentacle,H2-32,,13.92868046,B5-H2-32,H2-32,H2,32,sym
107,B5-bf-Snap-393.czi,2171.548,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym
108,B5-fl-Snap-392.czi,125.843,1149,65535,Symbiont Area,5.795,Tentacle,H2-32,,5.795082586,B5-H2-32,H2-32,H2,32,sym
109,B5-bf-Snap-393.czi,2250.254,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym
110,B5-fl-Snap-392.czi,140.114,1196,65535,Symbiont Area,6.227,Tentacle,H2-32,,6.226585977,B5-H2-32,H2-32,H2,32,sym
111,B5-bf-Snap-393.czi,2267.768,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B5-H2-32,H2-32,H2,32,sym
112,B5-fl-Snap-392.czi,144.006,1181,65535,Symbiont Area,6.35,Tentacle,H2-32,,6.350120471,B5-H2-32,H2-32,H2,32,sym
113,B7-bf-Snap-395.czi,10198.036,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,B7-H2-32,H2-32,H2,32,sym
114,B7-fl-Snap-394.czi,2361.177,841,65535,Symbiont Area,23.153,Body column,H2-32,,23.15325225,B7-H2-32,H2-32,H2,32,sym
115,B7-bf-Snap-395.czi,5059.449,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B7-H2-32,H2-32,H2,32,sym
116,B7-fl-Snap-394.czi,2263.011,1461,65535,Symbiont Area,44.728,Tentacle,H2-32,,44.72840817,B7-H2-32,H2-32,H2,32,sym
117,B7-bf-Snap-395.czi,4863.549,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B7-H2-32,H2-32,H2,32,sym
118,B7-fl-Snap-394.czi,2023.65,1092,65535,Symbiont Area,41.609,Tentacle,H2-32,,41.60850441,B7-H2-32,H2-32,H2,32,sym
119,B7-bf-Snap-395.czi,3160.561,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B7-H2-32,H2-32,H2,32,sym
120,B7-fl-Snap-394.czi,1266.862,988,65535,Symbiont Area,40.083,Tentacle,H2-32,,40.08345354,B7-H2-32,H2-32,H2,32,sym
121,B8-bf-Snap-397.czi,2076.841,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym
122,B8-fl-Snap-396.czi,1083.72,970,65535,Symbiont Area,52.181,Tentacle,H2-32,,52.18117323,B8-H2-32,H2-32,H2,32,sym
123,B8-bf-Snap-397.czi,7433.383,0,65535,Tentacle Area,0,Body column,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym
124,B8-fl-Snap-396.czi,1407.192,610,65535,Symbiont Area,18.931,Body column,H2-32,,18.93070759,B8-H2-32,H2-32,H2,32,sym
125,B8-bf-Snap-397.czi,1692.826,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym
126,B8-fl-Snap-396.czi,723.921,939,65535,Symbiont Area,42.764,Tentacle,H2-32,,42.76405254,B8-H2-32,H2-32,H2,32,sym
127,B8-bf-Snap-397.czi,5112.424,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,B8-H2-32,H2-32,H2,32,sym
128,B8-fl-Snap-396.czi,2341.717,1580,65535,Symbiont Area,45.804,Tentacle,H2-32,,45.80443641,B8-H2-32,H2-32,H2,32,sym
129,C1-bf-Snap-399.czi,2450.694,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym
130,C1-fl-Snap-398.czi,466.181,763,65535,Symbiont Area,19.022,Tentacle,H2-32,,19.02240753,C1-H2-32,H2-32,H2,32,sym
131,C1-bf-Snap-399.czi,3707.61,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym
132,C1-fl-Snap-398.czi,998.959,1190,65535,Symbiont Area,26.943,Tentacle,H2-32,,26.94347572,C1-H2-32,H2-32,H2,32,sym
133,C1-bf-Snap-399.czi,1904.294,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym
134,C1-fl-Snap-398.czi,516.129,824,65535,Symbiont Area,27.103,Tentacle,H2-32,,27.10343046,C1-H2-32,H2-32,H2,32,sym
135,C1-bf-Snap-399.czi,3128.343,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym
136,C1-fl-Snap-398.czi,463.803,748,65535,Symbiont Area,14.826,Tentacle,H2-32,,14.82583591,C1-H2-32,H2-32,H2,32,sym
137,C1-bf-Snap-399.czi,3195.157,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C1-H2-32,H2-32,H2,32,sym
138,C1-fl-Snap-398.czi,411.692,870,65535,Symbiont Area,12.885,Tentacle,H2-32,,12.88487545,C1-H2-32,H2-32,H2,32,sym
139,C2-bf-Snap-401.czi,1093.882,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym
140,C2-fl-Snap-400.czi,273.741,1021,65535,Symbiont Area,25.025,Tentacle,H2-32,,25.02472844,C2-H2-32,H2-32,H2,32,sym
141,C2-bf-Snap-401.czi,1779.316,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym
142,C2-fl-Snap-400.czi,622.296,1099,65535,Symbiont Area,34.974,Tentacle,H2-32,,34.97388884,C2-H2-32,H2-32,H2,32,sym
143,C2-bf-Snap-401.czi,1712.286,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym
144,C2-fl-Snap-400.czi,600.241,1114,65535,Symbiont Area,35.055,Tentacle,H2-32,,35.05494993,C2-H2-32,H2-32,H2,32,sym
145,C2-bf-Snap-401.czi,2589.511,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym
146,C2-fl-Snap-400.czi,920.902,928,65535,Symbiont Area,35.563,Tentacle,H2-32,,35.56277614,C2-H2-32,H2-32,H2,32,sym
147,C2-bf-Snap-401.czi,883.495,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C2-H2-32,H2-32,H2,32,sym
148,C2-fl-Snap-400.czi,438.937,1346,65535,Symbiont Area,49.682,Tentacle,H2-32,,49.68188841,C2-H2-32,H2-32,H2,32,sym
150,C3-bf-Snap-403.czi,3473.006,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym
151,C3-fl-Snap-402.czi,1386.435,1281,65535,Symbiont Area,39.92,Tentacle,H2-32,,39.92031687,C3-H2-32,H2-32,H2,32,sym
152,C3-bf-Snap-403.czi,3287.917,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym
153,C3-fl-Snap-402.czi,2176.305,1470,65535,Symbiont Area,66.191,Tentacle,H2-32,,66.1909957,C3-H2-32,H2-32,H2,32,sym
154,C3-bf-Snap-403.czi,4570.78,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C3-H2-32,H2-32,H2,32,sym
155,C3-fl-Snap-402.czi,2070.571,1325,65535,Symbiont Area,45.3,Tentacle,H2-32,,45.30016759,C3-H2-32,H2-32,H2,32,sym
156,C5-bf-Snap-573.czi,1092.801,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym
157,C5-fl-Snap-572.czi,480.884,1367,65535,Symbiont Area,44.005,Tentacle,H2-32,,44.00471815,C5-H2-32,H2-32,H2,32,sym
158,C5-bf-Snap-573.czi,1979.324,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym
159,C5-fl-Snap-572.czi,842.629,1918,65535,Symbiont Area,42.572,Tentacle,H2-32,,42.57155473,C5-H2-32,H2-32,H2,32,sym
160,C5-bf-Snap-573.czi,210.603,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym
161,C5-fl-Snap-572.czi,139.898,1163,65535,Symbiont Area,66.427,Tentacle,H2-32,,66.42735384,C5-H2-32,H2-32,H2,32,sym
162,C5-bf-Snap-573.czi,2060.408,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C5-H2-32,H2-32,H2,32,sym
163,C5-fl-Snap-572.czi,972.796,1305,65535,Symbiont Area,47.214,Tentacle,H2-32,,47.21375572,C5-H2-32,H2-32,H2,32,sym
164,C6-bf-Snap-407.czi,1926.132,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym
165,C6-fl-Snap-406.czi,361.528,919,65535,Symbiont Area,18.77,Tentacle,H2-32,,18.7696378,C6-H2-32,H2-32,H2,32,sym
166,C6-bf-Snap-407.czi,3885.996,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym
167,C6-fl-Snap-406.czi,699.055,981,65535,Symbiont Area,17.989,Tentacle,H2-32,,17.98908182,C6-H2-32,H2-32,H2,32,sym
168,C6-bf-Snap-407.czi,2953.417,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym
169,C6-fl-Snap-406.czi,687.379,732,65535,Symbiont Area,23.274,Tentacle,H2-32,,23.27402463,C6-H2-32,H2-32,H2,32,sym
170,C6-bf-Snap-407.czi,2783.897,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym
171,C6-fl-Snap-406.czi,656.459,717,65535,Symbiont Area,23.581,Tentacle,H2-32,,23.58057787,C6-H2-32,H2-32,H2,32,sym
172,C6-bf-Snap-407.czi,4687.326,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C6-H2-32,H2-32,H2,32,sym
173,C6-fl-Snap-406.czi,763.49,732,65535,Symbiont Area,16.288,Tentacle,H2-32,,16.28839129,C6-H2-32,H2-32,H2,32,sym
175,C7-bf-Snap-409.czi,2763.572,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym
176,C7-fl-Snap-408.czi,1490.871,1248,65535,Symbiont Area,53.947,Tentacle,H2-32,,53.94724653,C7-H2-32,H2-32,H2,32,sym
177,C7-bf-Snap-409.czi,3543.712,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym
178,C7-fl-Snap-408.czi,1339.298,1109,65535,Symbiont Area,37.794,Tentacle,H2-32,,37.79364689,C7-H2-32,H2-32,H2,32,sym
179,C7-bf-Snap-409.czi,10709.624,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym
180,C7-fl-Snap-408.czi,2556.861,786,65535,Symbiont Area,23.874,Tentacle,H2-32,,23.8744236,C7-H2-32,H2-32,H2,32,sym
181,C7-bf-Snap-409.czi,1077.882,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C7-H2-32,H2-32,H2,32,sym
182,C7-fl-Snap-408.czi,315.256,1079,65535,Symbiont Area,29.248,Tentacle,H2-32,,29.24772842,C7-H2-32,H2-32,H2,32,sym
183,C8-bf-Snap-411.czi,4004.271,0,65535,Tentacle Area,0,Tentacle,H2-32,"Image very foggy in the middle, only 2 clear tentacles ",n/a,C8-H2-32,H2-32,H2,32,sym
184,C8-fl-Snap-410.czi,427.477,641,65535,Symbiont Area,10.676,Tentacle,H2-32,,10.67552621,C8-H2-32,H2-32,H2,32,sym
185,C8-bf-Snap-411.czi,3265.214,0,65535,Tentacle Area,0,Tentacle,H2-32,,n/a,C8-H2-32,H2-32,H2,32,sym
186,C8-fl-Snap-410.czi,318.283,1485,65535,Symbiont Area,9.748,Tentacle,H2-32,,9.747691882,C8-H2-32,H2-32,H2,32,sym
